"";"Família";"Especie";"Nome na publicação original";"Diferença (em caracteres)";"Categoria";"Status Taxonômico"
"844";"Amaranthaceae";"Gomphrena hillii";"Gomphrena hilii";1;"rara";"Accepted"
"845";"Amaranthaceae";"Gomphrena elegans";"Gomphrena hilii";5;"rara";"Synonym"
"846";"Amaranthaceae";"Gomphrena marginata";"Gomphrena marginata";0;"rara";"Accepted"
"847";"Amaranthaceae";"Gomphrena pulvinata";"Gomphrena pulvinata";0;"rara";"Accepted"
"848";"Amaranthaceae";"Gomphrena riparia";"Gomphrena riparia";0;"rara";"Accepted"
"849";"Amaranthaceae";"Gomphrena serturneroides";"Gomphrena serturneroides";0;"rara";"Accepted"
"850";"Apocynaceae";"Gonolobus dorothyanus";"Gonolobus dorothyanus";0;"rara";"Accepted"
"851";"Asteraceae";"Graphistylis argyrotricha";"Graphistylis argyrotricha";0;"rara";"Accepted"
"852";"Asteraceae";"Graphistylis cuneifolia";"Graphistylis cuneifolia";0;"rara";"Accepted"
"853";"Asteraceae";"Graphistylis toledoi";"Graphistylis toledoi";0;"rara";"Accepted"
"854";"Monimiaceae";"Grazielanthus arkeocarpus";"Grazielanthus arkeocarpus";0;"rara";"Accepted"
"855";"Amaryllidaceae";"Griffinia alba";"Griffinia alba";0;"rara";"Accepted"
"856";"Amaryllidaceae";"Griffinia arifolia";"Griffinia arifolia";0;"rara";"Accepted"
"857";"Orchidaceae";"Grobya cipoensis";"Grobya cipoensis";0;"rara";"Accepted"
"858";"Poaceae";"Guadua magna";"Guadua magna";0;"rara";"Accepted"
"859";"Poaceae";"Guadua virgata";"Guadua virgata";0;"rara";"Accepted"
"860";"Meliaceae";"Guarea crispa";"Guarea crispa";0;"rara";"Accepted"
"861";"Annonaceae";"Guatteria australis";"Guatteria silvatica";0;"rara";"Synonym"
"862";"Annonaceae";"Guatteria sellowiana";"Guatteria umbrosa";0;"rara";"Synonym"
"863";"Annonaceae";"Guatteria campestris";"Guatteria xylopioides";0;"rara";"Synonym"
"864";"Rubiaceae";"Guettarda paludosa";"Guettarda paludosa";0;"rara";"Accepted"
"865";"Rubiaceae";"Guettarda rhabdocalyx";"Guettarda rhabdocalyx";0;"rara";"Accepted"
"866";"Cucurbitaceae";"Gurania gracilis";"Gurania gracilis";0;"rara";"Accepted"
"867";"Cucurbitaceae";"Gurania lignosa";"Gurania lignosa";0;"rara";"Accepted"
"868";"Cucurbitaceae";"Gurania sinuata";"Gurania sinuata";0;"rara";"Accepted"
"869";"Cucurbitaceae";"Gurania velutina";"Gurania velutina";0;"rara";"Accepted"
"870";"Cucurbitaceae";"Gurania wawrei";"Gurania wawrei";0;"rara";"Accepted"
"871";"Lecythidaceae";"Gustavia acuminata";"Gustavia acuminata";0;"rara";"Accepted"
"872";"Lecythidaceae";"Gustavia erythrocarpa";"Gustavia erythrocarpa";0;"rara";"Accepted"
"873";"Lecythidaceae";"Gustavia longepetiolata";"Gustavia longipetiolata";1;"rara";"Accepted"
"874";"Burmanniaceae";"Gymnosiphon capitatus";"Gymnosiphon capitatus";0;"rara";"Accepted"
"875";"Orchidaceae";"Habenaria itaculumia";"Habenaria itacolumia";1;"rara";"Accepted"
"876";"Orchidaceae";"Habenaria meeana";"Habenaria meeana";0;"rara";"Accepted"
"877";"Orchidaceae";"Habenaria pseudohamata";"Habenaria pseudohamata";0;"rara";"Accepted"
"878";"Amaryllidaceae";"Zephyranthes cearensis";"Habranthus bahiensis";0;"rara";"Synonym"
"879";"Bignoniaceae";"Handroanthus arianeae";"Handroanthus arianeae";0;"rara";"Accepted"
"880";"Bignoniaceae";"Handroanthus catarinensis";"Handroanthus catarinensis";0;"rara";"Accepted"
"881";"Bignoniaceae";"Handroanthus cristatus";"Handroanthus cristatus";0;"rara";"Accepted"
"882";"Bignoniaceae";"Handroanthus selachidentatus";"Handroanthus selachidentatus";0;"rara";"Accepted"
"883";"Cleomaceae";"Haptocarpum bahiense";"Haptocarpum bahiense";0;"rara";"Accepted"
"884";"Fabaceae";"Harpalyce lanata";"Harpalyce lanata";0;"rara";"Accepted"
"885";"Fabaceae";"Harpalyce parvifolia";"Harpalyce parvifolia";0;"rara";"Accepted"
"886";"Erythropalaceae";"Heisteria amazonica";"Heisteria amazonica";0;"rara";"Accepted"
"887";"Apocynaceae";"Hemipogon abietoides";"Hemipogon abietoides";0;"rara";"Accepted"
"888";"Apocynaceae";"Morilloa furlanii";"Hemipogon furlanii";0;"rara";"Synonym"
"889";"Apocynaceae";"Minaria volubilis";"Hemipogon harleyi";0;"rara";"Synonym"
"890";"Apocynaceae";"Hemipogon hatschbachii";"Hemipogon hatschbachii";0;"rara";"Accepted"
"891";"Apocynaceae";"Morilloa piranii";"Hemipogon piranii";0;"rara";"Synonym"
"892";"Malpighiaceae";"Heteropterys admirabilis";"Heteropterys admirabilis";0;"rara";"Accepted"
"893";"Malpighiaceae";"Heteropterys aliciae";"Heteropterys aliciae";0;"rara";"Accepted"
"894";"Malpighiaceae";"Heteropterys andersonii";"Heteropterys andersonii";0;"rara";"Accepted"
"895";"Malpighiaceae";"Heteropterys bullata";"Heteropterys bullata";0;"rara";"Accepted"
"896";"Malpighiaceae";"Heteropterys capixaba";"Heteropterys capixaba";0;"rara";"Accepted"
"897";"Malpighiaceae";"Heteropterys jardimii";"Heteropterys jardimii";0;"rara";"Accepted"
"898";"Malpighiaceae";"Heteropterys marginata";"Heteropterys marginata";0;"rara";"Accepted"
"899";"Malpighiaceae";"Heteropterys marleneae";"Heteropterys marleneae";0;"rara";"Accepted"
"900";"Malpighiaceae";"Heteropterys occhionii";"Heteropterys occhionii";0;"rara";"Accepted"
"901";"Malpighiaceae";"Heteropterys sanctorum";"Heteropterys sanctorum";0;"rara";"Accepted"
"902";"Malpighiaceae";"Heteropterys ternstroemiifolia";"Heteropterys ternstroemiifolia";0;"rara";"Accepted"
"903";"Euphorbiaceae";"Hevea camargoana";"Hevea camargoana";0;"rara";"Accepted"
"904";"Rubiaceae";"Hindsia glabra";"Hindsia glabra";0;"rara";"Accepted"
"905";"Rubiaceae";"Hindsia ibitipocensis";"Hindsia ibitipocensis";0;"rara";"Accepted"
"906";"Rubiaceae";"Hindsia ramosissima";"Hindsia ramosissima";0;"rara";"Accepted"
"907";"Rubiaceae";"Hindsia republicana";"Hindsia republicana";0;"rara";"Accepted"
"908";"Malpighiaceae";"Hiraea bullata";"Hiraea bullata";0;"rara";"Accepted"
"909";"Chrysobalanaceae";"Hirtella arenosa";"Hirtella arenosa";0;"rara";"Accepted"
"910";"Chrysobalanaceae";"Hirtella barnebyi";"Hirtella barnebyi";0;"rara";"Accepted"
"911";"Chrysobalanaceae";"Hirtella barrosoi";"Hirtella barrosoi";0;"rara";"Accepted"
"912";"Chrysobalanaceae";"Hirtella conduplicata";"Hirtella conduplicata";0;"rara";"Accepted"
"913";"Chrysobalanaceae";"Hirtella dorvalii";"Hirtella dorvalii";0;"rara";"Accepted"
"914";"Chrysobalanaceae";"Hirtella juruenensis";"Hirtella juruensis";2;"rara";"Accepted"
"915";"Chrysobalanaceae";"Hirtella longifolia";"Hirtella longifolia";0;"rara";"Accepted"
"916";"Chrysobalanaceae";"Hirtella parviunguis";"Hirtella parviunguis";0;"rara";"Accepted"
"917";"Chrysobalanaceae";"Hirtella santosii";"Hirtella santosii";0;"rara";"Accepted"
"918";"Chrysobalanaceae";"Hirtella scaberula";"Hirtella scaberula";0;"rara";"Accepted"
"919";"Asteraceae";"Hoehnephytum almasense";"Hoehnephytum almasensis";2;"rara";"Accepted"
"920";"Bromeliaceae";"Hohenbergia brachycephala";"Hohenbergia brachycephala";0;"rara";"Accepted"
"921";"Bromeliaceae";"Hohenbergia edmundoi";"Hohenbergia edmundoi";0;"rara";"Accepted"
"922";"Bromeliaceae";"Hohenbergia hatschbachii";"Hohenbergia hatschbachii";0;"rara";"Accepted"
"923";"Bromeliaceae";"Hohenbergia itamarajuensis";"Hohenbergia itamarajuensis";0;"rara";"Accepted"
"924";"Bromeliaceae";"Hohenbergia pennae";"Hohenbergia pennae";0;"rara";"Accepted"
"925";"Asteraceae";"Holocheilus monocephalus";"Holocheilus monocephalus";0;"rara";"Accepted"
"926";"Rutaceae";"Hortia neblinensis";"Hortia neblinensis";0;"rara";"Accepted"
"927";"Rutaceae";"Hortia nudipetala";"Hortia nudipetala";0;"rara";"Accepted"
"928";"Rutaceae";"Hortia superba";"Hortia superba";0;"rara";"Accepted"
"929";"Fabaceae";"Hymenaea maranhensis";"Hymenaea maranhensis";0;"rara";"Accepted"
"930";"Lamiaceae";"Hypenia aristulata";"Hypenia aristulata";0;"rara";"Accepted"
"931";"Lamiaceae";"Hypenia concinna";"Hypenia concinna";0;"rara";"Accepted"
"932";"Lamiaceae";"Hypenia crispata";"Hypenia crispata";0;"rara";"Accepted"
"933";"Lamiaceae";"Hypenia micrantha";"Hypenia micrantha";0;"rara";"Accepted"
"934";"Lamiaceae";"Hypenia paradisi";"Hypenia paradisi";0;"rara";"Accepted"
"935";"Lamiaceae";"Hypenia subrosea";"Hypenia subrosea";0;"rara";"Accepted"
"936";"Hypericaceae";"Hypericum pedersenii";"Hypericum pedersenii";0;"rara";"Accepted"
"937";"Apocynaceae";"Hypolobus infractus";"Hypolobus infractus";0;"rara";"Accepted"
"938";"Cyperaceae";"Hypolytrum amorimii";"Hypolytrum amorimii";0;"rara";"Accepted"
"939";"Cyperaceae";"Hypolytrum espiritosantense";"Hypolytrum espiritosantense";0;"rara";"Accepted"
"940";"Cyperaceae";"Hypolytrum glaziovii";"Hypolytrum glaziovii";0;"rara";"Accepted"
"941";"Cyperaceae";"Hypolytrum glomerulatum";"Hypolytrum glomerulatum";0;"rara";"Accepted"
"942";"Cyperaceae";"Hypolytrum jardimii";"Hypolytrum jardimii";0;"rara";"Accepted"
"943";"Cyperaceae";"Hypolytrum lucennoi";"Hypolytrum lucennoi";0;"rara";"Accepted"
"944";"Cyperaceae";"Hypolytrum paraense";"Hypolytrum paraense";0;"rara";"Accepted"
"945";"Lamiaceae";"Hyptidendron claussenii";"Hyptidendron claussenii";0;"rara";"Accepted"
"946";"Lamiaceae";"Hyptidendron conspersum";"Hyptidendron conspersum";0;"rara";"Accepted"
"947";"Lamiaceae";"Hyptidendron dictiocalyx";"Hyptidendron dictiocalyx";0;"rara";"Accepted"
"948";"Lamiaceae";"Hyptis alpestris";"Hyptis alpestris";0;"rara";"Accepted"
"949";"Lamiaceae";"Hyptis angustifolia";"Hyptis angustifolia";0;"rara";"Accepted"
"950";"Lamiaceae";"Cyanocephalus apertiflorus";"Hyptis apertiflora";0;"rara";"Synonym"
"951";"Lamiaceae";"Hyptis arenaria";"Hyptis arenaria";0;"rara";"Accepted"
"952";"Lamiaceae";"Oocephalus argyrophyllus";"Hyptis argyrophylla";0;"rara";"Synonym"
"953";"Lamiaceae";"Hyptis asteroides";"Hyptis asteroides";0;"rara";"Accepted"
"954";"Lamiaceae";"Cyanocephalus bombycinus";"Hyptis bombycina";0;"rara";"Synonym"
"955";"Lamiaceae";"Hyptis caduca";"Hyptis caduca";0;"rara";"Accepted"
"956";"Lamiaceae";"Medusantha carvalhoi";"Hyptis carvalhoi";0;"rara";"Synonym"
"957";"Lamiaceae";"Cyanocephalus coriaceus";"Hyptis coriacea";0;"rara";"Synonym"
"958";"Lamiaceae";"Hyptis cruciformis";"Hyptis cruciformis";0;"rara";"Accepted"
"959";"Lamiaceae";"Eplingiella cuniloides";"Hyptis cuniloides";0;"rara";"Synonym"
"960";"Lamiaceae";"Hyptis cymulosa";"Hyptis cymulosa";0;"rara";"Accepted"
"961";"Lamiaceae";"Cyanocephalus delicatulus";"Hyptis delicatula";0;"rara";"Synonym"
"962";"Lamiaceae";"Hyptis dictyodea";"Hyptis dictyodea";0;"rara";"Accepted"
"963";"Lamiaceae";"Cyanocephalus digitatus";"Hyptis digitata";0;"rara";"Synonym"
"964";"Lamiaceae";"Oocephalus hagei";"Hyptis hagei";0;"rara";"Synonym"
"965";"Lamiaceae";"Oocephalus halimifolius";"Hyptis halimifolia";0;"rara";"Synonym"
"966";"Lamiaceae";"Hyptis hamatidens";"Hyptis hamatidens";0;"rara";"Accepted"
"967";"Lamiaceae";"Hyptis heterophylla";"Hyptis heterophylla";0;"rara";"Accepted"
"968";"Lamiaceae";"Hyptis hispida";"Hyptis hispida";0;"rara";"Accepted"
"969";"Lamiaceae";"Hyptis humilis";"Hyptis humilis";0;"rara";"Accepted"
"970";"Lamiaceae";"Hyptis imbricatiformis";"Hyptis imbricatiformis";0;"rara";"Accepted"
"971";"Lamiaceae";"Mesosphaerum irwinii";"Hyptis irwinii";0;"rara";"Synonym"
"972";"Lamiaceae";"Hyptis lobata";"Hyptis lobata";0;"rara";"Accepted"
"973";"Lamiaceae";"Hyptis loeseneriana";"Hyptis loseneriana";1;"rara";"Accepted"
"974";"Lamiaceae";"Oocephalus niveus";"Hyptis nivea";0;"rara";"Synonym"
"975";"Lamiaceae";"Oocephalus nubicola";"Hyptis nubicola";0;"rara";"Synonym"
"976";"Lamiaceae";"Hyptis pachyphylla";"Hyptis pachyphylla";0;"rara";"Accepted"
"977";"Lamiaceae";"Hyptis penaeoides";"Hyptis penaeoides";0;"rara";"Accepted"
"978";"Lamiaceae";"Leptohyptis pinheiroi";"Hyptis pinheiroi";0;"rara";"Synonym"
"979";"Lamiaceae";"Oocephalus piranii";"Hyptis piranii";0;"rara";"Synonym"
"980";"Lamiaceae";"Hyptis rhypidiophylla";"Hyptis rhypidiophylla";0;"rara";"Accepted"
"981";"Lamiaceae";"Hyptis rondonii";"Hyptis rondonii";0;"rara";"Accepted"
"982";"Lamiaceae";"Martianthus sancti-gabrielii";"Hyptis sancti-gabrielii";0;"rara";"Synonym"
"983";"Lamiaceae";"Oocephalus silvinae";"Hyptis silvinae";0;"rara";"Synonym"
"984";"Lamiaceae";"Cantinoa similis";"Hyptis similis";0;"rara";"Synonym"
"985";"Lamiaceae";"Cyanocephalus tagetifolius";"Hyptis tagetifolia";0;"rara";"Synonym"
"986";"Lamiaceae";"Cyanocephalus tenuifolius";"Hyptis tenuifolia";0;"rara";"Synonym"
"987";"Lamiaceae";"Hyptis tricephala";"Hyptis tricephala";0;"rara";"Accepted"
"988";"Lamiaceae";"Cyanocephalus viaticus";"Hyptis viatica";0;"rara";"Synonym"
"989";"Lamiaceae";"Cantinoa villicaulis";"Hyptis villicaulis";0;"rara";"Synonym"
"990";"Asteraceae";"Hysterionica nebularis";"Hysterionica nebularis";0;"rara";"Accepted"
"991";"Asteraceae";"Hysterionica pinnatisecta";"Hysterionica pinnatisecta";0;"rara";"Accepted"
"992";"Asteraceae";"Ichthyothere connata";"Ichthyothere connata";0;"rara";"Accepted"
"993";"Asteraceae";"Ichthyothere elliptica";"Ichthyothere elliptica";0;"rara";"Accepted"
"994";"Asteraceae";"Ichthyothere mattogrossensis";"Ichthyothere matogrossensis";1;"rara";"Accepted"
"995";"Asteraceae";"Ichthyothere petiolata";"Ichthyothere petiolata";0;"rara";"Accepted"
"996";"Plantaginaceae";"Ildefonsia bibracteata";"Ildefonsia bibracteata";0;"rara";"Accepted"
"997";"Aquifoliaceae";"Ilex auricula";"Ilex auricula";0;"rara";"Accepted"
"998";"Aquifoliaceae";"Ilex blanchetii";"Ilex blanchetii";0;"rara";"Accepted"
"999";"Aquifoliaceae";"Ilex mucugensis";"Ilex mucugensis";0;"rara";"Accepted"
"1000";"Aquifoliaceae";"Ilex prostrata";"Ilex prostrata";0;"rara";"Accepted"
"1001";"Fabaceae";"Inga conchifolia";"Inga conchifolia";0;"rara";"Accepted"
"1002";"Convolvulaceae";"Ipomoea calyptrata";"Ipomoea calyptrata";0;"rara";"Accepted"
"1003";"Convolvulaceae";"Ipomoea cavalcantei";"Ipomoea cavalcantei";0;"rara";"Accepted"
"1004";"Convolvulaceae";"Ipomoea daturiflora";"Ipomoea daturiflora";0;"rara";"Accepted"
"1005";"Convolvulaceae";"Ipomoea franciscana";"Ipomoea franciscana";0;"rara";"Accepted"
"1006";"Convolvulaceae";"Ipomoea macedoi";"Ipomoea macedoi";0;"rara";"Accepted"
"1007";"Convolvulaceae";"Ipomoea marabaensis";"Ipomoea marabensis";1;"rara";"Accepted"
"1008";"Convolvulaceae";"Ipomoea maranhensis";"Ipomoea marabensis";2;"rara";"Accepted"
"1009";"Myristicaceae";"Iryanthera campinae";"Iryanthera campinae";0;"rara";"Accepted"
"1010";"Poaceae";"Isachne salzmannii";"Isachne salzmannii";0;"rara";"Accepted"
"1011";"Rubiaceae";"Ixora bahiensis";"Ixora bahiensis";0;"rara";"Accepted"
"1012";"Rubiaceae";"Ixora bracteolaris";"Ixora bracteolaris";0;"rara";"Accepted"
"1013";"Rubiaceae";"Ixora heterophylla";"Ixora heterophylla";0;"rara";"Accepted"
"1014";"Bignoniaceae";"Jacaranda bullata";"Jacaranda bullata";0;"rara";"Accepted"
"1015";"Bignoniaceae";"Jacaranda crassifolia";"Jacaranda crassifolia";0;"rara";"Accepted"
"1016";"Bignoniaceae";"Jacaranda egleri";"Jacaranda egleri";0;"rara";"Accepted"
"1017";"Bignoniaceae";"Jacaranda intricata";"Jacaranda intricata";0;"rara";"Accepted"
"1018";"Bignoniaceae";"Jacaranda racemosa";"Jacaranda racemosa";0;"rara";"Accepted"
"1019";"Bignoniaceae";"Jacaranda rugosa";"Jacaranda rugosa";0;"rara";"Accepted"
"1020";"Bignoniaceae";"Jacaranda subalpina";"Jacaranda subalpina";0;"rara";"Accepted"
"1021";"Convolvulaceae";"Jacquemontia revoluta";"Jacquemontia revoluta";0;"rara";"Accepted"
"1022";"Malpighiaceae";"Schwannia christianeae";"Janusia christianae";1;"rara";"Synonym"
"1023";"Apocynaceae";"Jobinia hatschbachii";"Jobinia hatschbachii";0;"rara";"Accepted"
"1024";"Acanthaceae";"Justicia clivalis";"Justicia clivalis";0;"rara";"Accepted"
"1025";"Acanthaceae";"Justicia concavibracteata";"Justicia concavibracteata";0;"rara";"Accepted"
"1026";"Acanthaceae";"Justicia cyrtantheriformis";"Justicia cyrtantheriformis";0;"rara";"Accepted"
"1027";"Acanthaceae";"Justicia meyeniana";"Justicia meyeniana";0;"rara";"Accepted"
"1028";"Acanthaceae";"Justicia nervata";"Justicia nervata";0;"rara";"Accepted"
"1029";"Acanthaceae";"Justicia viridiflavescens";"Justicia viridiflavescens";0;"rara";"Accepted"
"1030";"Calophyllaceae";"Kielmeyera anisosepala";"Kielmeyera anisosepala";0;"rara";"Accepted"
"1031";"Calophyllaceae";"Kielmeyera divergens";"Kielmeyera divergens";0;"rara";"Accepted"
"1032";"Calophyllaceae";"Kielmeyera itacarensis";"Kielmeyera itacarensis";0;"rara";"Accepted"
"1033";"Calophyllaceae";"Kielmeyera juruenensis";"Kielmeyera juruensis";2;"rara";"Accepted"
"1034";"Calophyllaceae";"Kielmeyera marauensis";"Kielmeyera marauensis";0;"rara";"Accepted"
"1035";"Calophyllaceae";"Kielmeyera occhioniana";"Kielmeyera occhioniana";0;"rara";"Accepted"
"1036";"Calophyllaceae";"Kielmeyera rufotomentosa";"Kielmeyera rufotomentosa";0;"rara";"Accepted"
"1037";"Calophyllaceae";"Kielmeyera rupestris";"Kielmeyera rupestris";0;"rara";"Accepted"
"1038";"Calophyllaceae";"Kielmeyera sigillata";"Kielmeyera sigillata";0;"rara";"Accepted"
"1039";"Calophyllaceae";"Kielmeyera similis";"Kielmeyera similis";0;"rara";"Accepted"
"1040";"Calophyllaceae";"Kielmeyera trichophora";"Kielmeyera trichophora";0;"rara";"Accepted"
"1041";"Quiinaceae";"Lacunaria sampaioi";"Lacunaria sampaioi";0;"rara";"Accepted"
"1042";"Quiinaceae";"Lacunaria umbonata";"Lacunaria umbonata";0;"rara";"Accepted"
"1043";"Cyperaceae";"Lagenocarpus adamantinus";"Lagenocarpus adamantinus";0;"rara";"Accepted"
"1044";"Cyperaceae";"Lagenocarpus bracteosus";"Lagenocarpus bracteosus";0;"rara";"Accepted"
"1045";"Cyperaceae";"Krenakia subaphylla";"Lagenocarpus subaphyllus";0;"rara";"Synonym"
"1046";"Cunoniaceae";"Lamanonia brasiliensis";"Lamanonia brasiliensis";0;"rara";"Accepted"
"1047";"Cunoniaceae";"Lamanonia chabertii";"Lamanonia chabertii";0;"rara";"Accepted"
"1048";"Verbenaceae";"Lantana gracilis";"Lantana gracilis";0;"rara";"Accepted"
"1049";"Verbenaceae";"Lantana riedeliana";"Lantana riedeliana";0;"rara";"Accepted"
"1050";"Melastomataceae";"Lavoisiera adamantium";"Lavoisiera adamantium";0;"rara";"Accepted"
"1051";"Melastomataceae";"Lavoisiera angustifolia";"Lavoisiera angustifolia";0;"rara";"Accepted"
"1052";"Melastomataceae";"Lavoisiera bradeana";"Lavoisiera bradeana";0;"rara";"Accepted"
"1053";"Melastomataceae";"Lavoisiera caryophyllea";"Lavoisiera caryophyllea";0;"rara";"Accepted"
"1054";"Melastomataceae";"Lavoisiera cordata";"Lavoisiera cordata";0;"rara";"Accepted"
"1055";"Melastomataceae";"Lavoisiera firmula";"Lavoisiera firmula";0;"rara";"Accepted"
"1056";"Melastomataceae";"Lavoisiera harleyi";"Lavoisiera harleyi";0;"rara";"Accepted"
"1057";"Melastomataceae";"Lavoisiera humilis";"Lavoisiera humilis";0;"rara";"Accepted"
"1058";"Melastomataceae";"Lavoisiera itambana";"Lavoisiera itambana";0;"rara";"Accepted"
"1059";"Melastomataceae";"Lavoisiera macrocarpa";"Lavoisiera macrocarpa";0;"rara";"Accepted"
"1060";"Melastomataceae";"Lavoisiera mellobarretoi";"Lavoisiera mellobarretoi";0;"rara";"Accepted"
"1061";"Melastomataceae";"Lavoisiera mucorifera";"Lavoisiera mucorifera";0;"rara";"Accepted"
"1062";"Melastomataceae";"Lavoisiera punctata";"Lavoisiera punctata";0;"rara";"Accepted"
"1063";"Melastomataceae";"Lavoisiera quinquenervis";"Lavoisiera quinquenervis";0;"rara";"Accepted"
"1064";"Melastomataceae";"Lavoisiera rigida";"Lavoisiera rigida";0;"rara";"Accepted"
"1065";"Melastomataceae";"Lavoisiera sampaioana";"Lavoisiera sampaioana";0;"rara";"Accepted"
"1066";"Melastomataceae";"Lavoisiera senaei";"Lavoisiera senaei";0;"rara";"Accepted"
"1067";"Melastomataceae";"Lavoisiera subulata";"Lavoisiera subulata";0;"rara";"Accepted"
"1068";"Melastomataceae";"Lavoisiera tetragona";"Lavoisiera tetragona";0;"rara";"Accepted"
"1069";"Amaranthaceae";"Lecosia formicarum";"Lecosia formicarum";0;"rara";"Accepted"
"1070";"Amaranthaceae";"Lecosia oppositifolia";"Lecosia oppositifolia";0;"rara";"Accepted"
"1071";"Lecythidaceae";"Lecythis parvifructa";"Lecythis parvifructa";0;"rara";"Accepted"
"1072";"Lecythidaceae";"Lecythis prancei";"Lecythis prancei";0;"rara";"Accepted"
"1073";"Eriocaulaceae";"Leiothrix argyroderma";"Leiothrix argyroderma";0;"rara";"Accepted"
"1074";"Eriocaulaceae";"Leiothrix cipoensis";"Leiothrix cipoensis";0;"rara";"Accepted"
"1075";"Eriocaulaceae";"Leiothrix crassifolia";"Leiothrix crassifolia";0;"rara";"Accepted"
"1076";"Eriocaulaceae";"Leiothrix distichoclada";"Leiothrix distichoclada";0;"rara";"Accepted"
"1077";"Eriocaulaceae";"Leiothrix gomesii";"Leiothrix gomesii";0;"rara";"Accepted"
"1078";"Eriocaulaceae";"Leiothrix linearis";"Leiothrix linearis";0;"rara";"Accepted"
"1079";"Eriocaulaceae";"Leiothrix luxurians";"Leiothrix luxurians";0;"rara";"Accepted"
"1080";"Eriocaulaceae";"Leiothrix fulgida var. milho";"Leiothrix milho-verdensis";0;"rara";"Synonym"
"1081";"Eriocaulaceae";"Leiothrix rupestris";"Leiothrix rupestris";0;"rara";"Accepted"
"1082";"Eriocaulaceae";"Leiothrix sclerophylla";"Leiothrix sclerophylla";0;"rara";"Accepted"
"1083";"Eriocaulaceae";"Leiothrix sinuosa";"Leiothrix sinuosa";0;"rara";"Accepted"
"1084";"Eriocaulaceae";"Leiothrix spiralis";"Leiothrix spiralis";0;"rara";"Accepted"
"1085";"Asteraceae";"Leptostelma camposportoi";"Leptostelma camposportoi";0;"rara";"Accepted"
"1086";"Orchidaceae";"Leptotes vellozicola";"Leptotes vellozicola";0;"rara";"Accepted"
"1087";"Chrysobalanaceae";"Moquilea anneae";"Licania anneae";0;"rara";"Synonym"
"1088";"Chrysobalanaceae";"Licania apiculata";"Licania apiculata";0;"rara";"Accepted"
"1089";"Chrysobalanaceae";"Licania aracaensis";"Licania aracaensis";0;"rara";"Accepted"
"1090";"Chrysobalanaceae";"Licania arianeae";"Licania arianeae";0;"rara";"Accepted"
